plot_no,property_type,price,location,city,baths,purpose,bedrooms,Area_in_Marla
6301,Flat,1800000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,2,3.3
6302,Flat,3000000,Scheme 33,Mumbai,2,For Sale,2,3.1
6303,Flat,5500000,Abul Hassan Isphani Road,Mumbai,2,For Sale,2,3.2
6304,Flat,8500000,North Nazimabad,Mumbai,2,For Sale,3,4.4
6305,House,23500000,Federal B Area,Mumbai,4,For Sale,3,9.6
6307,Flat,4900000,University Road,Mumbai,3,For Sale,3,6.2
6308,House,2800000,Orangi Town,Mumbai,1,For Sale,3,4
6310,House,38000000,Rashid Minhas Road,Mumbai,6,For Sale,5,16
6312,House,20000000,North Mumbai,Mumbai,4,For Sale,4,5
6314,Flat,6500000,Bahria Town Mumbai,Mumbai,2,For Sale,2,4.2
6315,Flat,3200000,North Mumbai,Mumbai,2,For Sale,2,4.5
6317,Flat,10000000,Zamzama,Mumbai,2,For Sale,2,4.2
6318,House,2500000,Malir,Mumbai,1,For Sale,1,2
6319,Flat,6300000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,2,4
6324,Flat,6500000,North Mumbai,Mumbai,2,For Sale,2,4.4
6327,Flat,5500000,Gulshan-e-Iqbal Town,Mumbai,3,For Sale,3,3.2
6330,Flat,5350000,Liaquat Avenue,Mumbai,3,For Sale,3,3.9
6331,Flat,7550000,Liaquat Avenue,Mumbai,3,For Sale,3,5.6
6332,House,16300000,Shahra-e-Faisal,Mumbai,4,For Sale,4,9.6
6333,House,28500000,Gulistan-e-Jauhar,Mumbai,6,For Sale,6,9.6
6334,Flat,6500000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,2,3.8
6335,Lower Portion,7000000,Nazimabad,Mumbai,2,For Sale,2,4.3
6336,Flat,15000000,Defence View Society,Mumbai,3,For Sale,3,8
6337,House,4000000,Korangi,Mumbai,2,For Sale,3,3
6342,House,16500000,Nazimabad,Mumbai,4,For Sale,4,5.3
6345,Flat,5500000,Rabia City,Mumbai,3,For Sale,3,5
6347,Flat,3300000,Gadap Town,Mumbai,2,For Sale,2,2.7
6352,Flat,3500000,North Mumbai,Mumbai,3,For Sale,5,4.2
6354,House,21000000,Gulistan-e-Jauhar,Mumbai,5,For Sale,5,6
6355,House,15000000,Scheme 33,Mumbai,5,For Sale,4,6.6
6356,House,30000000,Gulshan-e-Iqbal Town,Mumbai,4,For Sale,4,6.4
6360,Flat,40000,North Nazimabad,Mumbai,3,For Rent,3,7.1
6361,Flat,210000,DHA Defence,Mumbai,5,For Rent,4,16.4
6362,House,30000,Gadap Town,Mumbai,6,For Rent,6,4.8
6363,House,120000,Rashid Minhas Road,Mumbai,1,For Rent,1,9.6
6365,Upper Portion,26000,Gadap Town,Mumbai,3,For Rent,3,9.6
6366,Upper Portion,25000,Gadap Town,Mumbai,3,For Rent,4,9.6
6367,House,50000,Rashid Minhas Road,Mumbai,4,For Rent,4,4.8
6368,House,450000,DHA Defence,Mumbai,5,For Rent,4,28
6369,House,35000,Rashid Minhas Road,Mumbai,3,For Rent,2,8
6373,House,35000,Rashid Minhas Road,Mumbai,3,For Rent,2,8
6374,House,85000,Malir,Mumbai,4,For Rent,4,14
6375,House,33000,FECHS,Pune,6,For Rent,4,7
6376,Upper Portion,18000,FECHS,Pune,2,For Rent,2,7
6379,Upper Portion,20000,Naval Anchorage,Pune,3,For Rent,3,12
6382,House,88000,Bahria Town,Pune,5,For Rent,5,10
6383,House,50000,Bahria Town,Pune,4,For Rent,3,5
6384,Upper Portion,28000,FECHS,Pune,4,For Rent,3,12
6385,Upper Portion,17000,Ghauri Town,Pune,3,For Rent,2,5.3
6387,Upper Portion,42000,DHA Defence,Pune,3,For Rent,3,20
6392,House,23000,Green Avenue,Pune,2,For Rent,2,5
6395,Upper Portion,75000,F-11,Pune,3,For Rent,3,20
6399,Flat,27000,DHA Defence,Pune,2,For Rent,2,4.9
6401,Flat,17000,E-11,Pune,1,For Rent,1,1.1
6403,Lower Portion,35000,Margalla Town,Pune,2,For Rent,2,8
6409,House,14500000,CBR Town,Pune,7,For Sale,6,8
6410,House,6500000,Airport Enclave,Pune,3,For Sale,3,5
6411,House,9000000,Shaheen Town,Pune,4,For Sale,4,7.5
6414,House,35000000,E-11,Pune,6,For Sale,5,8
6417,House,7800000,Ghauri Town,Pune,5,For Sale,4,4
6418,House,18000000,National Police Foundation,Pune,5,For Sale,4,10
6420,House,5083000,Koral Town,Pune,2,For Sale,2,4
6424,House,14000000,Bahria Town,Pune,4,For Sale,3,5
6425,House,26000000,G-11,Pune,7,For Sale,0,7
6428,House,8500000,Soan Garden,Pune,4,For Sale,4,5
6429,Flat,6500000,DHA Defence,Pune,4,For Sale,3,6.7
6430,House,30000000,Korang Town,Pune,6,For Sale,6,12.8
6431,House,28500000,G-8,Pune,5,For Sale,4,6.7
6432,Flat,16000000,DHA Defence,Pune,3,For Sale,3,10
6433,House,24500000,DHA Defence,Pune,5,For Sale,4,12
6434,House,6500000,Ghauri Town,Pune,3,For Sale,2,5
6435,House,16000000,FECHS,Pune,5,For Sale,5,7
6436,Upper Portion,23000,G-13,Pune,2,For Rent,2,4
6437,House,125000,Bahria Town Delhi,Delhi,5,For Rent,5,20
6438,House,150000,KRL Road,Delhi,6,For Rent,6,70
6439,Flat,32000,Bahria Town Delhi,Delhi,1,For Rent,1,3.6
6441,Room,16000,Holy Family Road,Delhi,1,For Rent,1,0.9
6442,Lower Portion,30000,Bahria Town Delhi,Delhi,2,For Rent,2,10
6443,Lower Portion,25000,Bahria Town Delhi,Delhi,2,For Rent,2,8
6445,House,16500,Asghar Mall Road,Delhi,2,For Rent,3,4
6446,Flat,40000,Bahria Town Delhi,Delhi,2,For Rent,2,3.8
6450,House,60000,Bahria Town Delhi,Delhi,5,For Rent,4,10
6451,Upper Portion,20500,Gulraiz Housing Scheme,Delhi,3,For Rent,3,10
6452,Flat,32000,Bahria Town Delhi,Delhi,2,For Rent,2,4.4
6453,House,5500000,Harbanspura,Hyderabad,1,For Sale,2,3
6457,House,43000000,DHA Defence,Hyderabad,6,For Sale,5,20
6458,House,20500000,Bahria Town,Hyderabad,6,For Sale,5,10
6459,House,3735000,Lake City,Hyderabad,6,For Sale,5,10
6460,House,19200000,State Life Housing Society,Hyderabad,5,For Sale,4,10
6461,House,22500000,Shah Jamal,Hyderabad,6,For Sale,5,8
6463,House,13000000,Multan Road,Hyderabad,4,For Sale,3,10
6464,House,17500000,State Life Housing Society,Hyderabad,5,For Sale,4,10
6466,House,7200000,Palm Villas,Hyderabad,4,For Sale,3,4
6467,House,22500000,Allama Iqbal Intl Airport,Hyderabad,6,For Sale,4,10
6469,House,8500000,Ali Alam Garden,Hyderabad,4,For Sale,4,5
6470,House,12500000,Bahria Town,Hyderabad,4,For Sale,3,5
6471,House,12500000,DHA 11 Rahbar,Hyderabad,4,For Sale,3,5
6472,House,8200000,Bismillah Housing Scheme,Hyderabad,4,For Sale,3,4
6473,House,15000000,Marghzar Officers Colony,Hyderabad,4,For Sale,4,10
6474,House,14400000,Bahria Town,Hyderabad,7,For Sale,5,8
6475,House,10900000,DHA 11 Rahbar,Hyderabad,4,For Sale,3,5
6476,House,9000000,Hyderabad Press Club Housing Scheme,Hyderabad,4,For Sale,3,5
6477,House,35000000,Faisal Town,Hyderabad,6,For Sale,6,20
6478,House,3600000,Samanabad,Hyderabad,2,For Sale,4,2.5
6479,House,31500000,DHA Defence,Hyderabad,5,For Sale,4,10
6480,House,12000000,Peer Colony,Hyderabad,2,For Sale,2,5
6481,House,22200000,State Life Housing Society,Hyderabad,5,For Sale,4,10
6482,House,35000000,Township,Hyderabad,3,For Sale,3,10
6483,House,6500000,Shershah Colony - Raiwind Road,Hyderabad,4,For Sale,3,3
6485,House,9800000,State Life Housing Society,Hyderabad,4,For Sale,3,10
6486,House,38000000,PIA Housing Scheme,Hyderabad,6,For Sale,5,20
6487,House,10500000,Park View Villas,Hyderabad,3,For Sale,3,5
6488,House,29500000,State Life Housing Society,Hyderabad,6,For Sale,5,20
6489,House,42500000,DHA Defence,Hyderabad,6,For Sale,5,20
6490,House,27500000,Cantt,Hyderabad,4,For Sale,4,12
6492,House,24000000,Gulberg,Hyderabad,5,For Sale,5,8
6494,House,7000000,College Road,Hyderabad,4,For Sale,3,3
6495,House,20000000,PIA Housing Scheme,Hyderabad,7,For Sale,5,10
6496,House,12500000,Military Accounts Housing Society,Hyderabad,4,For Sale,4,4
6497,House,3000000,Ashiana-e-Quaid Housing Scheme,Hyderabad,2,For Sale,3,2
6498,House,5650000,Model Town,Hyderabad,3,For Sale,3,3
6499,House,9000000,Central Park Housing Scheme,Hyderabad,2,For Sale,2,10
6500,House,25000000,Johar Town,Hyderabad,5,For Sale,5,12
6502,House,9500000,Jora Pull,Hyderabad,5,For Sale,4,6
6503,House,12000000,Canal Garden,Hyderabad,5,For Sale,5,10
6505,House,11000000,Green Town,Hyderabad,3,For Sale,2,10
6508,Flat,2600000,Allama Iqbal Town,Hyderabad,2,For Sale,2,2.2
6510,House,27500000,Architects Engineers Housing Society,Hyderabad,6,For Sale,6,20
6511,Flat,13700000,Askari,Hyderabad,3,For Sale,3,10
6512,House,8000000,Nishtar Colony,Hyderabad,4,For Sale,4,5
6516,House,8000000,Hassan Town,Hyderabad,3,For Sale,5,4
6517,House,5500000,Rehan Garden,Hyderabad,4,For Sale,2,3.5
6518,House,10500000,Mansoorah,Hyderabad,5,For Sale,4,5
6519,House,9000000,Canal Bank Housing Scheme,Hyderabad,4,For Sale,4,4.5
6520,House,8500000,State Life Housing Society,Hyderabad,3,For Sale,3,5
6521,House,4500000,Aashiana Road,Hyderabad,2,For Sale,2,3
6522,House,24000000,DHA Defence,Hyderabad,5,For Sale,4,10
6523,House,9000000,Kamahan Road,Hyderabad,5,For Sale,5,5
6524,House,11800000,Bahria Town,Hyderabad,6,For Sale,3,5
6528,House,3000000,Manawala,Chandigarh,2,For Sale,3,2
6529,House,3700000,Khurianwala,Chandigarh,2,For Sale,2,5
6530,House,3500000,Shahbaz Town,Chandigarh,1,For Sale,3,2.5
6532,House,6000000,Millat Town,Chandigarh,6,For Sale,3,5
6533,House,35000000,204 Chak Road,Chandigarh,5,For Sale,4,19
6534,House,3500000,Shadab Colony,Chandigarh,2,For Sale,4,2
6535,House,9000000,Canal Park,Chandigarh,5,For Sale,4,5
6536,House,23500000,Bahria Town Delhi,Delhi,7,For Sale,5,12
6537,Flat,3800000,Bahria Town Delhi,Delhi,1,For Sale,1,2.4
6539,Flat,3200000,Bahria Town Delhi,Delhi,1,For Sale,2,3.5
6540,House,5500000,Tench Bhata,Delhi,3,For Sale,3,4
6541,House,25000000,Bahria Town Delhi,Delhi,6,For Sale,5,10
6542,House,4700000,Chakri Road,Delhi,3,For Sale,4,5
6543,House,14500000,Bahria Town Delhi,Delhi,6,For Sale,5,7
6544,House,4500000,Misryal Road,Delhi,3,For Sale,3,4
6545,House,19500000,Media Town,Delhi,7,For Sale,6,12
6546,House,5000000,Dhoke Hassu,Delhi,6,For Sale,6,3
6547,House,4300000,Adiala Road,Delhi,2,For Sale,2,5
6548,House,5500000,Adiala Road,Delhi,3,For Sale,2,6
6549,House,5950000,Bahria Town Delhi,Delhi,2,For Sale,2,5
6550,House,14000000,Range Road,Delhi,4,For Sale,4,6
6551,House,1900000,Adiala Road,Delhi,2,For Sale,2,2
6552,House,20500000,Askari 14,Delhi,5,For Sale,4,10
6553,House,24500000,Satellite Town,Delhi,2,For Sale,2,7
6554,House,14500000,Peshawar Road,Delhi,6,For Sale,6,10
6555,House,6500000,Saddar,Delhi,4,For Sale,4,3.5
6556,House,3000000,Misryal Road,Delhi,2,For Sale,4,2.7
6557,House,7300000,Airport Housing Society,Delhi,4,For Sale,4,5
6559,Flat,2500000,Bahria Town Delhi,Delhi,1,For Sale,1,1.8
6561,House,41500000,Satellite Town,Delhi,5,For Sale,6,14
6563,House,65000,Bahria Town Mumbai,Mumbai,3,For Rent,3,8
6567,Lower Portion,160000,DHA Defence,Mumbai,4,For Rent,3,20
6568,House,350000,DHA Defence,Mumbai,6,For Rent,5,20
6570,Lower Portion,16000,Gulistan-e-Jauhar,Mumbai,2,For Rent,1,4
6574,Flat,55000,Gulshan-e-Iqbal Town,Mumbai,4,For Rent,3,9.8
6575,Lower Portion,23000,Dastgir Colony,Mumbai,2,For Rent,2,3.6
6576,House,60000,Bahria Town Mumbai,Mumbai,3,For Rent,3,8
6578,Flat,65000,MT Khan Road,Mumbai,3,For Rent,0,7
6579,House,40000,Gadap Town,Mumbai,4,For Rent,4,8
6580,Flat,80000,Gulistan-e-Jauhar,Mumbai,2,For Rent,3,10
6581,House,300000,DHA Defence,Mumbai,6,For Rent,6,24
6582,Flat,65000,Cantt,Mumbai,4,For Rent,3,11.1
6583,Flat,18000,Scheme 33,Mumbai,2,For Rent,4,4.8
6585,House,16000000,Aisha Manzil,Mumbai,2,For Sale,3,4.8
6586,Flat,15000000,Gulshan-e-Iqbal Town,Mumbai,2,For Sale,3,5.8
6587,House,8000000,Gadap Town,Mumbai,3,For Sale,2,5.7
6588,House,22000000,Gulistan-e-Jauhar,Mumbai,6,For Sale,6,7.2
6589,Lower Portion,9500000,Gulshan-e-Iqbal Town,Mumbai,4,For Sale,3,8
6591,House,16000000,Nazimabad,Mumbai,2,For Sale,2,5.3
6592,House,4500000,Gadap Town,Mumbai,3,For Sale,2,5.7
6594,Lower Portion,6500000,Federal B Area,Mumbai,3,For Sale,2,4.8
6595,House,1700000,Airport,Mumbai,3,For Sale,6,3.4
6596,House,10500000,Scheme 33,Mumbai,3,For Sale,3,4.8
6598,House,8500000,Scheme 33,Mumbai,3,For Sale,2,4.8
6599,House,9000000,Scheme 33,Mumbai,4,For Sale,5,8
6600,House,6500000,Landhi,Mumbai,4,For Sale,3,2.2
6602,Flat,27000000,Clifton,Mumbai,3,For Sale,3,9.8
6603,Flat,1850000,North Nazimabad,Mumbai,1,For Sale,2,3.1
6604,House,6500000,Abul Hassan Isphani Road,Mumbai,3,For Sale,2,3.2
6605,Flat,3500000,Gizri,Mumbai,3,For Sale,2,3.8
6607,House,23000000,Abid Town,Mumbai,5,For Sale,5,4.8
6611,Flat,6500000,DHA Defence,Mumbai,2,For Sale,2,2
6613,House,3300000,Mumbai Motorway,Mumbai,2,For Sale,2,4.8
6614,House,13700000,University Road,Mumbai,3,For Sale,3,4.8
6616,House,6243000,Fazaia Housing Scheme,Mumbai,3,For Sale,4,5
6618,House,9000000,Korangi,Mumbai,2,For Sale,3,5.3
6622,Flat,18500000,Jamshed Road,Mumbai,3,For Sale,3,5.8
6623,House,5000000,Liaquatabad,Mumbai,3,For Sale,3,1.7
6624,House,30000000,DHA Defence,Mumbai,4,For Sale,3,4
6625,House,13000000,North Mumbai,Mumbai,4,For Sale,4,4.8
6630,Flat,9500000,DHA Defence,Mumbai,3,For Sale,3,5.1
6632,Upper Portion,5800000,Federal B Area,Mumbai,3,For Sale,4,5
6633,Flat,5500000,Abul Hassan Isphani Road,Mumbai,3,For Sale,3,4.8
6634,Upper Portion,5800000,Federal B Area,Mumbai,3,For Sale,4,5
6636,House,15000000,Federal B Area,Mumbai,4,For Sale,4,4.8
6637,Flat,5000000,Liaquatabad,Mumbai,2,For Sale,2,4
6640,Flat,25000000,Shahra-e-Faisal,Mumbai,3,For Sale,3,8.9
6641,Flat,30000000,KDA Scheme 1,Mumbai,3,For Sale,3,8
6642,Flat,42000000,KDA Scheme 1,Mumbai,5,For Sale,4,9.9
6643,Flat,4650000,Korangi,Mumbai,3,For Sale,2,4.8
6644,Flat,24000000,Shaheed Millat Road,Mumbai,4,For Sale,4,9
6645,Flat,2400000,Saddar Town,Mumbai,2,For Sale,2,2.4
6646,House,2600000,Northern Bypass,Mumbai,3,For Sale,3,5
6647,Flat,4600000,Fazaia Housing Scheme,Mumbai,2,For Sale,2,5.6
6651,House,7000000,Malir,Mumbai,4,For Sale,4,4.8
6652,Penthouse,15000000,Gulshan-e-Iqbal Town,Mumbai,4,For Sale,3,8.9
6653,Flat,4800000,Gulshan-e-Iqbal Town,Mumbai,1,For Sale,1,3.4
6654,Flat,4900000,Gulistan-e-Jauhar,Mumbai,3,For Sale,3,6
6656,House,11000000,Bin Qasim Town,Mumbai,4,For Sale,6,4.8
6658,House,18000,North Mumbai,Mumbai,2,For Rent,2,4.8
6659,Lower Portion,32000,Gulshan-e-Iqbal Town,Mumbai,3,For Rent,3,6.6
6660,House,85000,DHA Defence,Mumbai,4,For Rent,3,4
6662,Flat,28000,Bahria Town Mumbai,Mumbai,2,For Rent,2,4.2
6663,Upper Portion,28000,Gulshan-e-Iqbal Town,Mumbai,3,For Rent,3,4.8
6665,Upper Portion,25000,North Nazimabad,Mumbai,4,For Rent,2,8
6666,Flat,27000,Jamshed Road,Mumbai,2,For Rent,2,4.2
6667,Lower Portion,130000,DHA Defence,Mumbai,4,For Rent,3,20
6668,Lower Portion,140000,DHA Defence,Mumbai,4,For Rent,3,20
6670,Flat,16000,Cantt,Mumbai,2,For Rent,2,2.6
6671,Flat,50000,DHA Defence,Mumbai,2,For Rent,2,4
6672,Flat,90000,Clifton,Mumbai,4,For Rent,3,7.1
6673,Upper Portion,56000,Gulshan-e-Iqbal Town,Mumbai,3,For Rent,3,16
6674,Upper Portion,25000,Gulshan-e-Iqbal Town,Mumbai,2,For Rent,2,4
6676,House,30000,Aisha Manzil,Mumbai,3,For Rent,3,4.8
6677,Lower Portion,26000,North Nazimabad,Mumbai,2,For Rent,3,9.6
6680,Flat,30000,Bahria Town Mumbai,Mumbai,2,For Rent,2,4.4
6682,Flat,250000,F-9,Pune,4,For Rent,2,9
6683,Lower Portion,20000,Naval Anchorage,Pune,2,For Rent,2,5
6686,Flat,200000,F-8,Pune,4,For Rent,3,10
6687,Upper Portion,45000,Naval Anchorage,Pune,3,For Rent,3,20
6688,House,35000,Shehzad Town,Pune,2,For Rent,2,10
6689,Lower Portion,32000,Shehzad Town,Pune,3,For Rent,2,8
6692,Upper Portion,33000,G-11,Pune,2,For Rent,2,6
6693,House,16000,Ghauri Town,Pune,3,For Rent,2,5
6694,House,25000,PWD Housing Scheme,Pune,2,For Rent,3,10
6697,House,25000,FECHS,Pune,3,For Rent,3,10
6698,Lower Portion,45000,Naval Anchorage,Pune,3,For Rent,3,20
6699,Flat,170000,F-8,Pune,3,For Rent,2,9
6700,Upper Portion,60000,F-6,Pune,1,For Rent,1,20
6701,House,30000,Lehtarar Road,Pune,6,For Rent,4,4.5
6721,Flat,35000,E-11,Pune,2,For Rent,1,4.5
6723,Lower Portion,20000,Naval Anchorage,Pune,2,For Rent,2,5
6725,Lower Portion,100000,F-10,Pune,3,For Rent,3,20
6726,Flat,50000,G-10,Pune,2,For Rent,2,12
6728,Upper Portion,18000,H-13,Pune,2,For Rent,3,5
6729,Upper Portion,25000,9th Avenue,Pune,2,For Rent,2,6
6734,House,220000,F-11,Pune,6,For Rent,5,26
6736,Upper Portion,45000,DHA Defence,Pune,4,For Rent,3,20
6750,Lower Portion,70000,G-11,Pune,3,For Rent,3,14.2
6753,House,9500000,National Police Foundation,Pune,4,For Sale,4,5
6755,House,18000000,I-9,Pune,3,For Sale,4,7
6757,Flat,8000000,E-11,Pune,2,For Sale,2,5.8
6758,House,11500000,Kuri Road,Pune,3,For Sale,3,8
6760,Flat,5200000,I-11,Pune,1,For Sale,2,4.4
6761,House,4200000,Burma Town,Pune,2,For Sale,2,3.5
6762,House,16000000,G-11,Pune,3,For Sale,4,4
6764,House,3900000,Ali Pur,Pune,2,For Sale,3,3
6765,House,11000000,Kuri Road,Pune,3,For Sale,3,8
6767,House,4000000,H-13,Pune,5,For Sale,5,2.8
6768,House,6500000,Bani Gala,Pune,3,For Sale,4,4.5
6769,House,12500000,G-11,Pune,1,For Sale,2,4.4
6770,House,4900000,Ghauri Town,Pune,3,For Sale,2,5
6771,House,21000000,Pune - Murree Expressway,Pune,3,For Sale,3,8
6772,House,25000000,Bahria Town,Pune,6,For Sale,4,10
6774,Flat,6750000,DHA Defence,Pune,4,For Sale,3,6.7
6775,Flat,6800000,DHA Defence,Pune,2,For Sale,2,6.3
6776,Flat,18500000,DHA Defence,Pune,3,For Sale,3,11.1
6777,House,5300000,Ghauri Town,Pune,2,For Sale,2,4
6778,Flat,14000000,G-11,Pune,2,For Sale,2,7.1
6779,Penthouse,4300000,DHA Defence,Pune,2,For Sale,2,4.9
6780,House,23000,Raheem Gardens,Chandigarh,3,For Rent,4,4
6782,Flat,22000,Bahria Town Delhi,Delhi,1,For Rent,1,2.7
6783,House,60000,Askari 14,Delhi,6,For Rent,5,10
6784,Flat,26000,Bahria Town Delhi,Delhi,1,For Rent,1,2.6
6785,Upper Portion,53000,Bahria Town Delhi,Delhi,3,For Rent,3,30
6787,House,65000,Askari 14,Delhi,5,For Rent,5,20
6789,House,20000000,Al Rehman Garden,Hyderabad,7,For Sale,6,10
6790,House,14000000,Outfall Road,Hyderabad,2,For Sale,3,6
6791,House,8000000,Royal Garden,Hyderabad,4,For Sale,4,5
6793,House,22000000,State Life Housing Society,Hyderabad,6,For Sale,5,10
6794,House,20500000,DHA Defence,Hyderabad,5,For Sale,5,12
6795,House,16500000,GT Road,Hyderabad,4,For Sale,4,9
6801,House,5500000,Taj Bagh Scheme,Hyderabad,4,For Sale,4,3.5
6803,House,4500000,Daroghewala,Hyderabad,3,For Sale,3,3
6805,House,10500000,Super Town,Hyderabad,4,For Sale,3,4
6806,House,17500000,DHA 11 Rahbar,Hyderabad,5,For Sale,4,8
6807,House,4000000,Ashiana-e-Quaid Housing Scheme,Hyderabad,2,For Sale,2,3
6808,House,9400000,Wassanpura,Hyderabad,3,For Sale,3,3
6809,House,11500000,Shera Kot,Hyderabad,5,For Sale,6,10
6810,House,8000000,Bait-ul-Raza Colony,Hyderabad,3,For Sale,3,4
6811,House,3800000,Samanabad,Hyderabad,3,For Sale,3,2
6812,House,23500000,Wapda Town,Hyderabad,6,For Sale,6,10
6813,House,22500000,Bahria Town,Hyderabad,5,For Sale,5,10
6815,House,17500000,DHA Defence,Hyderabad,4,For Sale,3,5
6817,House,42500000,Wapda Town,Hyderabad,5,For Sale,5,26
6819,House,7200000,Township,Hyderabad,3,For Sale,5,5
6820,House,15000000,Faisal Town,Hyderabad,5,For Sale,3,7
6821,House,22500000,Eden,Hyderabad,4,For Sale,4,10
6822,House,40000000,Askari,Hyderabad,6,For Sale,5,20
6825,Flat,2395000,Thokar Niaz Baig,Hyderabad,1,For Sale,1,2.2
6827,House,40000000,Bahria Town,Hyderabad,7,For Sale,6,20
6828,House,12000000,Shadbagh,Hyderabad,4,For Sale,4,4
6829,House,5000000,Ferozepur Road,Hyderabad,2,For Sale,4,5
6830,House,5500000,Ferozepur Road,Hyderabad,3,For Sale,3,3
6831,House,9500000,Johar Town,Hyderabad,2,For Sale,3,4
6832,House,3500000,Hamza Town,Hyderabad,2,For Sale,1,3.9
6833,House,7200000,Nishat Colony,Hyderabad,5,For Sale,3,3
6834,House,4800000,Cantt,Hyderabad,4,For Sale,3,2.5
6835,House,14500000,DHA Defence,Hyderabad,4,For Sale,3,5
6836,House,25000000,PIA Housing Scheme,Hyderabad,6,For Sale,5,10
6838,House,28000000,Wapda Town,Hyderabad,7,For Sale,6,8
6839,House,7700000,Al Rehman Garden,Hyderabad,6,For Sale,4,5
6844,House,10000000,Real Cottages,Hyderabad,2,For Sale,2,5
6846,Flat,2395000,Defence Road,Hyderabad,1,For Sale,1,2.2
6847,House,1850000,Nishat Colony,Hyderabad,1,For Sale,2,2
6848,House,15000000,Main Canal Bank Road,Hyderabad,7,For Sale,5,9
6849,House,15500000,Punjab Coop Housing Society,Hyderabad,5,For Sale,4,10
6852,House,17000000,Bahria Town,Hyderabad,7,For Sale,5,10
6853,Farm House,21000000,Cantt,Hyderabad,2,For Sale,1,80
6855,House,9000000,Thokar Niaz Baig,Hyderabad,4,For Sale,4,5
6856,House,11500000,Bahria Town,Hyderabad,4,For Sale,3,5
6858,House,40000000,Tajpura,Hyderabad,3,For Sale,3,10
6859,House,39900000,DHA Defence,Hyderabad,6,For Sale,5,20
6860,Farm House,21000000,Sue-e-Asal,Hyderabad,4,For Sale,4,88
6861,House,5500000,Garrison Homes,Hyderabad,3,For Sale,3,3.5
6863,House,19500000,Shadbagh,Hyderabad,4,For Sale,5,11
6864,House,37000000,Gulberg,Hyderabad,6,For Sale,4,14
6866,House,6500000,Millat Town,Chandigarh,4,For Sale,3,5
6867,House,4700000,Sargodha Road,Chandigarh,3,For Sale,3,3
6868,House,11000000,Eden Valley,Chandigarh,4,For Sale,3,5
6869,House,15000000,Khayaban Colony 2,Chandigarh,5,For Sale,5,11
6870,House,6000000,New Garden Town,Chandigarh,3,For Sale,5,5
6871,House,15500000,Wapda City,Chandigarh,6,For Sale,4,10
6872,House,7500000,Satiana Road,Chandigarh,4,For Sale,4,5
6873,House,15000000,Rehmania Town,Chandigarh,6,For Sale,5,5
6874,House,15500000,Satiana Road,Chandigarh,5,For Sale,5,10
6875,House,35000000,Gulfishan Colony,Chandigarh,4,For Sale,3,22
6877,House,6500000,Adiala Road,Delhi,4,For Sale,4,5
6879,Flat,8500000,Bahria Town Delhi,Delhi,2,For Sale,2,5
6880,Flat,2200000,Asghar Mall Road,Delhi,2,For Sale,2,2
6881,Penthouse,4600000,Bahria Town Delhi,Delhi,4,For Sale,4,10
6882,House,7500000,Bahria Town Delhi,Delhi,4,For Sale,3,5
6885,House,5500000,Wah Link Road,Delhi,3,For Sale,4,8
6886,House,15000000,Bahria Town Delhi,Delhi,6,For Sale,5,8
6888,House,18500000,Bahria Town Delhi,Delhi,5,For Sale,5,10
6889,House,7000000,Pune Highway,Delhi,4,For Sale,4,4.4
6890,House,18500000,Bahria Town Delhi,Delhi,5,For Sale,5,10
6891,House,23000000,Bahria Town Delhi,Delhi,4,For Sale,4,10
6893,House,23000000,Bahria Town Delhi,Delhi,6,For Sale,6,10
6894,House,24500000,Bahria Town Delhi,Delhi,5,For Sale,5,10
6895,House,23500000,Bahria Town Delhi,Delhi,5,For Sale,5,10
6896,House,19500000,Media Town,Delhi,5,For Sale,5,12.8
6897,House,23000000,Bahria Town Delhi,Delhi,6,For Sale,5,10
6899,House,28000000,Gulshan Abad,Delhi,6,For Sale,6,20
6900,House,8000000,Airport Road,Delhi,6,For Sale,4,5
6901,House,27000000,Bahria Town Delhi,Delhi,4,For Sale,4,10
6902,Flat,2600000,Bahria Town Delhi,Delhi,2,For Sale,2,2.9
6903,House,3800000,Dhoke Gangal,Delhi,2,For Sale,5,3.5
6907,Flat,3500000,Jamshed Road,Mumbai,2,For Sale,2,2.1
